-82,-68,-81,120.0,5.5,180.0
-88,-77,-79,120.0,6.0,180.0
-89,-84,-60,120.0,6.5,180.0
-88,-88,-71,120.0,7.0,180.0
-82,-80,-72,120.0,7.5,180.0
0,0,0,120.0,7.5,180.0
-92,-82,-69,120.0,8.0,180.0
-76,-59,-84,150.0,0.5,0.0
-75,-58,-72,150.0,1.0,0.0
-86,-83,-74,150.0,1.5,0.0
-79,-76,-74,150.0,2.0,0.0
-86,-76,-72,150.0,2.5,0.0
-82,-77,-66,150.0,3.0,0.0
-82,-71,-73,150.0,3.5,0.0
-85,-75,-69,150.0,4.0,0.0
-87,-74,-66,150.0,4.5,0.0
-85,-78,-66,150.0,5.0,0.0
-91,-71,-82,150.0,5.5,0.0
-90,-84,-66,150.0,6.0,0.0
-70,-80,-74,150.0,0.5,180.0
-71,-67,-77,150.0,1.0,180.0
-86,-73,-75,150.0,1.5,180.0
-87,-74,-69,150.0,2.0,180.0
-86,-67,-68,150.0,2.5,180.0
-90,-70,-70,150.0,3.0,180.0
-78,-63,-69,150.0,3.5,180.0
-79,-69,-72,150.0,4.0,180.0
-82,-72,-68,150.0,4.5,180.0
-85,-68,-61,150.0,5.0,180.0
-85,-70,-62,150.0,5.5,180.0
-86,-71,-61,150.0,6.0,180.0
-79,-69,-80,30.0,0.5,0.0
-71,-72,-82,30.0,1.0,0.0
-77,-66,-90,30.0,1.5,0.0
-73,-76,-74,30.0,2.0,0.0
-66,-94,-87,30.0,2.5,0.0
-79,-75,-80,30.0,3.0,0.0
-65,-70,-73,30.0,3.5,0.0
-75,-84,-81,30.0,4.0,0.0
-69,-75,-72,30.0,4.5,0.0
-86,-78,-71,30.0,5.0,0.0
-66,-89,-70,30.0,5.5,0.0
-63,-81,-75,30.0,6.0,0.0
-75,-83,-74,30.0,6.5,0.0
-65,-80,-80,30.0,7.0,0.0
-68,-84,-79,30.0,7.5,0.0
-63,-89,-75,30.0,8.0,0.0
0,-86,-80,30.0,8.5,0.0
-72,-84,-78,30.0,8.5,0.0
-71,-84,-79,30.0,9.0,0.0
-69,-92,-86,30.0,9.5,0.0
-65,-86,-86,30.0,10.0,0.0
-74,-66,-73,30.0,0.5,180.0
-74,-73,-76,30.0,1.0,180.0
-73,-70,-78,30.0,1.5,180.0
-73,-74,-73,30.0,2.0,180.0
-78,-74,-79,30.0,2.5,180.0
-65,-72,-75,30.0,3.0,180.0
-68,-83,-79,30.0,3.5,180.0
-71,-87,-89,30.0,4.0,180.0
-76,-90,-79,30.0,4.5,180.0
-75,-83,-76,30.0,5.0,180.0
-70,-86,-72,30.0,5.5,180.0
-61,-94,-76,30.0,6.0,180.0
-65,-87,-77,30.0,6.5,180.0
-73,-95,-88,30.0,7.0,180.0
-78,-90,-79,30.0,7.5,180.0
-70,-86,-87,30.0,8.0,180.0
-73,-93,-81,30.0,8.5,180.0
